time,open,high,low,close,adj_close,volume,ma15,ma50,ma200,macd1,macd1_avg,macd1_dif,macd2
2019-12-02,66.81749725341797,67.0625,65.86250305175781,66.04000091552734,65.47456359863281,94487200,66.12183430989583,61.23135025024414,52.27608757019043,4.8904840596516905,5.253604036966959,-1.8155998865763445,1.791052536010743
2019-12-03,64.57749938964844,64.88249969482422,64.07250213623047,64.86250305175781,64.30715179443361,114430400,66.0760009765625,61.435000305175784,52.38673759460449,4.641000671386713,5.196844065348307,-2.779216969807967,1.8096525421142589
2019-12-04,65.26750183105469,65.82749938964844,65.16999816894531,65.43499755859375,64.87474060058594,67181600,66.07233428955078,61.65530029296875,52.49887508392334,4.417033996582035,5.104149073282877,-3.4355753835042124,1.8312850418090818
2019-12-05,65.94750213623047,66.47250366210939,65.68250274658203,66.39499664306639,65.82652282714844,74424400,66.09083404541016,61.87805023193359,52.61702507019043,4.21278381347657,4.977612386067709,-3.8241428629556973,1.8522050323486328
2019-12-06,66.87000274658203,67.75,66.82499694824219,67.67749786376953,67.09803009033203,106075600,66.22533365885417,62.132150192260745,52.739200057983396,4.093183466593423,4.836492312113444,-3.716544227600105,1.8785900268554698
2019-12-09,67.5,67.69999694824219,66.22750091552734,66.73000335693361,66.15865325927734,128042400,66.24466705322266,62.37265022277832,52.855062580108644,3.8720168304443376,4.684837254842122,-4.064102121988924,1.903517528533935
2019-12-10,67.15000152587889,67.51750183105469,66.46499633789061,67.12000274658203,66.54531860351561,90420400,66.26766713460286,62.595200271606444,52.97275009155273,3.6724668629964157,4.521678876241047,-4.2460600662231585,1.9244900360107424
2019-12-11,67.20249938964844,67.77500152587889,67.125,67.69249725341797,67.1129150390625,78756800,66.3423334757487,62.826100234985354,53.09262508392334,3.5162332407633485,4.352758801778157,-4.182627805074044,1.9466950302124033
2019-12-12,66.94499969482422,68.13999938964844,66.83000183105469,67.86499786376953,67.28392791748047,137310400,66.48016662597657,63.088600158691406,53.21551258087158,3.391566467285159,4.17624036916097,-3.9233695093790555,1.974617515563965
2019-12-13,67.86499786376953,68.82499694824219,67.73249816894531,68.78749847412111,68.19853973388672,133587600,66.69916636149088,63.360250091552736,53.34073757171631,3.338916269938146,4.004568567911783,-3.3282614898681873,2.0039025039672853
2019-12-16,69.25,70.19750213623047,69.24500274658203,69.96499633789061,69.36595153808594,128186000,67.00049947102865,63.624500045776365,53.47075004577637,3.3759994252522816,3.8531201044718424,-2.385603396097804,2.030749999999999
2019-12-17,69.89250183105469,70.44249725341797,69.69999694824219,70.10250091552734,69.50227355957031,114158400,67.23449961344402,63.89125007629394,53.601850051879886,3.343249537150072,3.723344991048178,-1.9004772694905303,2.0578800048828114
2019-12-18,69.94999694824219,70.4749984741211,69.77999877929689,69.93499755859375,69.33621215820311,116028400,67.49199930826823,64.1679500579834,53.733375034332276,3.32404925028483,3.6140465164184574,-1.4499863306681382,2.086915004730226
2019-12-19,69.875,70.29499816894531,69.73750305175781,70.00499725341797,69.40560913085939,98369200,67.69499918619792,64.43290000915528,53.86777502059937,3.262099177042643,3.518978052775065,-1.2843943786621104,2.113024997711182
2019-12-20,70.55750274658203,70.6624984741211,69.63999938964844,69.86000061035156,69.26185607910156,275978000,67.89816589355469,64.67965003967285,54.00093751907349,3.21851585388184,3.4315112915039068,-1.0649771881103343,2.1357425041198725
2019-12-23,70.13249969482422,71.0625,70.09249877929689,71.0,70.39208984375,98572000,68.2288324991862,64.91860000610352,54.13231252670288,3.3102324930826796,3.3753328577677406,-0.32550182342530487,2.157257495880127
2019-12-24,71.17250061035156,71.22250366210938,70.7300033569336,71.06749725341797,70.4590072631836,48478800,68.64249877929687,65.16059997558594,54.261512508392336,3.4818988037109335,3.3562760518391928,0.6281137593587038,2.1798174934387204
2019-12-26,71.20500183105469,72.49500274658203,71.17500305175781,72.47750091552734,71.85694122314453,93121200,69.11199900309245,65.43354995727539,54.39676250457764,3.678449045817061,3.372497632344564,1.529757067362485,2.2073574905395503
2019-12-27,72.77999877929688,73.49250030517578,72.02999877929688,72.44999694824219,71.82967376708984,146266000,69.51566569010417,65.71069992065429,54.52934999465943,3.804965769449879,3.413837562561036,1.9556410344442154,2.236269985198973
2019-12-30,72.36499786376953,73.17250061035156,71.30500030517578,72.87999725341797,72.25599670410156,144114400,69.8624989827474,65.99189987182618,54.66109998703003,3.870599110921219,3.467005846659343,2.0179663213093813,2.26615997695923
2019-12-31,72.48249816894531,73.41999816894531,72.37999725341797,73.4124984741211,72.783935546875,100805600,70.30799865722656,66.27809982299804,54.79313747406006,4.0298988342285185,3.532395787556967,2.4875152333577577,2.2969924697875967
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,74.4446029663086,135480400,70.83916524251302,66.57729988098144,54.93541248321533,4.2618653615315765,3.6242573699951173,3.188039957682296,2.3283774795532226
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,73.72084045410156,146322800,71.2834986368815,66.86464981079102,55.07199996948242,4.418848826090482,3.7337373275756827,3.425557492573996,2.3585299682617205
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,74.30826568603516,118387200,71.75583190917969,67.14774978637695,55.20288745880127,4.608082122802742,3.8683356221516925,3.6987325032552465,2.3889724655151356
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,73.95879364013672,108872000,72.1431655883789,67.42179985046387,55.33706247329712,4.721365737915036,4.018620610555012,3.51372563680012,2.416947475433351
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,75.14852142333984,132079200,72.53199920654296,67.70484985351563,55.480124969482425,4.8271493530273375,4.170312296549477,3.2841852823893003,2.4449449768066405
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,76.7447280883789,170108400,73.01899922688803,68.00774986267089,55.633674983978274,5.011249364217136,4.323247352600098,3.44001005808519,2.4748149757385236
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,76.91822052001953,140644800,73.5288324991862,68.34294982910156,55.78599996566773,5.185882670084638,4.473990715026856,3.559459775288909,2.511389972686766
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,78.56153106689453,121532000,74.14449920654297,68.71144981384278,55.946299953460695,5.433049392700198,4.6367990773518875,3.9812515767415535,2.5530299720764162
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,77.50070190429688,161954400,74.69849904378255,69.0310498046875,56.099712448120115,5.667449239095049,4.81648409016927,4.254825744628894,2.5862674713134766
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,77.16856384277344,121923600,75.15416564941407,69.30864974975586,56.249837436676025,5.84551589965821,4.99804579671224,4.237350514729852,2.611762462615967
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,78.13522338867188,108829200,75.67033233642579,69.59734970092774,56.40136241912842,6.07298263549805,5.179157524108887,4.469125556945817,2.639197456359864
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,79.000244140625,137816400,76.15066579182943,69.90534973144531,56.555587425231934,6.245316060384113,5.361804247538251,4.4175590642293106,2.669952461242676
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,78.46488189697266,110843200,76.59683278401693,70.20199981689453,56.706687431335446,6.394832967122397,5.540479331970216,4.271768175760906,2.6990624771118163
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,78.74495697021484,101832400,77.03316650390624,70.49334991455078,56.85756244659424,6.539816589355468,5.722324417114259,4.087460861206043,2.7271574935913083
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,79.12418365478516,104472000,77.45950012207031,70.78879989624023,57.00647495269775,6.670700225830075,5.906679504394533,3.8201036071777095,2.756464988708497
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,78.89614868164062,146537600,77.75883331298829,71.06934982299805,57.15498744964599,6.689483489990238,6.074502916971842,3.0749028650919774,2.782872474670411
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,76.57618713378906,161940000,77.95083363850911,71.3042999267578,57.2903999710083,6.646533711751303,6.220568021138509,2.129828453063971,2.802779991149902
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,78.74247741699219,162234000,78.2490005493164,71.57039993286133,57.43882497787476,6.678600616455071,6.345123143513996,1.667387364705375,2.8263149909973153
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,80.3907470703125,216229200,78.68150024414062,71.8788998413086,57.59566247940064,6.802600402832027,6.458638259887694,1.7198107147216657,2.856647472381592
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,80.27424621582031,126743200,79.02616678873697,72.1694497680664,57.7514624786377,6.8567170206705725,6.55975837198893,1.4847932434082134,2.8835974578857404
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,76.7149887084961,199588400,79.02416687011718,72.38149978637695,57.88928749084473,6.6426670837402355,6.616726816813149,0.12970133463543476,2.898442459106444
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,76.50431060791016,173985600,78.99633382161458,72.59334976196288,58.021199989318845,6.4029840596517005,6.632493616739907,-1.1475477854410343,2.914429954528808
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,79.02999877929688,136616400,79.02783406575521,72.87164978027344,58.1649374961853,6.156184285481771,6.608628748575844,-2.262222315470366,2.9413424568176283
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,79.6744384765625,118826800,79.1740010579427,73.16884979248047,58.31108751296997,6.005151265462231,6.555162216186521,-2.7500547536214492,2.971552455902101
