Date,Open,High,Low,Close,Adj Close,Volume
1980-12-12,0.1283482164144516,0.12890625,0.1283482164144516,0.1283482164144516,0.10108667612075806,469033600
1980-12-15,0.1222098246216774,0.1222098246216774,0.1216517835855484,0.1216517835855484,0.09581263363361359,175884800
1980-12-16,0.11328125,0.11328125,0.1127232164144516,0.1127232164144516,0.0887804850935936,105728000
1980-12-17,0.1155133917927742,0.1160714253783226,0.1155133917927742,0.1155133917927742,0.09097800403833389,86441600
1980-12-18,0.1188616082072258,0.1194196417927742,0.1188616082072258,0.1188616082072258,0.09361504763364792,73449600
1980-12-19,0.1261160671710968,0.1266741007566452,0.1261160671710968,0.1261160671710968,0.0993286594748497,48630400
1980-12-22,0.1322544664144516,0.1328125,0.1322544664144516,0.1322544664144516,0.104163259267807,37363200
1980-12-23,0.1378348171710968,0.1383928507566452,0.1378348171710968,0.1378348171710968,0.10855832695960999,46950400
1980-12-24,0.1450892835855484,0.1456473171710968,0.1450892835855484,0.1450892835855484,0.11427190899848938,48003200
1980-12-26,0.1584821492433548,0.1590401828289032,0.1584821492433548,0.1584821492433548,0.12482006847858429,55574400
1980-12-29,0.1607142835855484,0.1612723171710968,0.1607142835855484,0.1607142835855484,0.12657807767391205,93161600
1980-12-30,0.1573660671710968,0.1573660671710968,0.1568080335855484,0.1568080335855484,0.12350151687860489,68880000
1980-12-31,0.1529017835855484,0.1529017835855484,0.15234375,0.15234375,0.119985431432724,35750400
1981-01-02,0.1540178507566452,0.1551339328289032,0.1540178507566452,0.1540178507566452,0.12130401283502579,21660800
1981-01-05,0.1512276828289032,0.1512276828289032,0.1506696492433548,0.1506696492433548,0.11866693943738937,35728000
1981-01-06,0.14453125,0.14453125,0.1439732164144516,0.1439732164144516,0.1133928969502449,45158400
1981-01-07,0.1383928507566452,0.1383928507566452,0.1378348171710968,0.1378348171710968,0.10855832695960999,55686400
1981-01-08,0.1356026828289032,0.1356026828289032,0.1350446492433548,0.1350446492433548,0.10636074095964432,39827200
1981-01-09,0.1422991007566452,0.1428571492433548,0.1422991007566452,0.1422991007566452,0.1120743602514267,21504000
1981-01-12,0.1422991007566452,0.1422991007566452,0.1411830335855484,0.1411830335855484,0.11119537055492401,23699200
1981-01-13,0.13671875,0.13671875,0.1361607164144516,0.1361607164144516,0.10723979771137238,23049600
1981-01-14,0.13671875,0.1372767835855484,0.13671875,0.13671875,0.10767928510904312,14291200
1981-01-15,0.1395089328289032,0.140625,0.1395089328289032,0.1395089328289032,0.1098768562078476,14067200
1981-01-16,0.1389508992433548,0.1389508992433548,0.1383928507566452,0.1383928507566452,0.10899784415960312,13395200
1981-01-19,0.1467633992433548,0.1473214328289032,0.1467633992433548,0.1467633992433548,0.11559039354324341,41574400
1981-01-20,0.1428571492433548,0.1428571492433548,0.1422991007566452,0.1422991007566452,0.1120743602514267,30083200
1981-01-21,0.1450892835855484,0.1462053507566452,0.1450892835855484,0.1450892835855484,0.11427190899848938,15904000
1981-01-22,0.1467633992433548,0.1478794664144516,0.1467633992433548,0.1467633992433548,0.11559039354324341,35548800
1981-01-23,0.1467633992433548,0.1473214328289032,0.1462053507566452,0.1462053507566452,0.11515094339847565,11222400
1981-01-26,0.14453125,0.14453125,0.1439732164144516,0.1439732164144516,0.1133928969502449,24640000
1981-01-27,0.1439732164144516,0.1439732164144516,0.1428571492433548,0.1428571492433548,0.11251390725374222,23699200
1981-01-28,0.1389508992433548,0.1389508992433548,0.1383928507566452,0.1383928507566452,0.10899784415960312,28156800
1981-01-29,0.1339285671710968,0.1339285671710968,0.1333705335855484,0.1333705335855484,0.10504225641489029,43904000
1981-01-30,0.1272321492433548,0.1272321492433548,0.1261160671710968,0.1261160671710968,0.0993286594748497,46188800
1981-02-02,0.1194196417927742,0.1194196417927742,0.1188616082072258,0.1188616082072258,0.09361504763364792,23766400
1981-02-03,0.1233258917927742,0.1238839253783226,0.1233258917927742,0.1233258917927742,0.09713111072778702,19152000
1981-02-04,0.1277901828289032,0.1283482164144516,0.1277901828289032,0.1277901828289032,0.10064717382192612,27865600
1981-02-05,0.1277901828289032,0.12890625,0.1277901828289032,0.1277901828289032,0.10064717382192612,7929600
1981-02-06,0.1283482164144516,0.12890625,0.1283482164144516,0.1283482164144516,0.10108667612075806,13865600
1981-02-09,0.1227678582072258,0.1227678582072258,0.1216517835855484,0.1216517835855484,0.09581263363361359,16755200
1981-02-10,0.1216517835855484,0.1222098246216774,0.1216517835855484,0.1216517835855484,0.09581263363361359,18345600
1981-02-11,0.1183035746216774,0.1183035746216774,0.1177455335855484,0.1177455335855484,0.09273602813482285,13843200
1981-02-12,0.1171875,0.1171875,0.1166294664144516,0.1166294664144516,0.09185704588890076,14560000
1981-02-13,0.1149553582072258,0.1149553582072258,0.1138392835855484,0.1138392835855484,0.08965945243835449,11155200
1981-02-17,0.1166294664144516,0.1171875,0.1166294664144516,0.1166294664144516,0.09185704588890076,12275200
1981-02-18,0.1216517835855484,0.1227678582072258,0.1216517835855484,0.1216517835855484,0.09581263363361359,19241600
1981-02-19,0.1149553582072258,0.1149553582072258,0.1143973246216774,0.1143973246216774,0.09009901434183121,22310400
1981-02-20,0.1088169664144516,0.1088169664144516,0.1082589253783226,0.1082589253783226,0.08526439964771271,24371200
1981-02-23,0.1099330335855484,0.1104910746216774,0.1099330335855484,0.1099330335855484,0.08658292889595032,14112000
1981-02-24,0.1071428582072258,0.1071428582072258,0.1060267835855484,0.1060267835855484,0.08350638300180435,16979200
1981-02-25,0.1127232164144516,0.11328125,0.1127232164144516,0.1127232164144516,0.0887804850935936,19488000
1981-02-26,0.1143973246216774,0.1149553582072258,0.1143973246216774,0.1143973246216774,0.09009901434183121,10841600
1981-02-27,0.1183035746216774,0.1194196417927742,0.1183035746216774,0.1183035746216774,0.09317559003829956,14761600
1981-03-02,0.1188616082072258,0.1194196417927742,0.1188616082072258,0.1188616082072258,0.09361504763364792,11760000
1981-03-03,0.1177455335855484,0.1177455335855484,0.1171875,0.1171875,0.0922965258359909,16172800
1981-03-04,0.1166294664144516,0.1166294664144516,0.1160714253783226,0.1160714253783226,0.09141753613948822,13708800
1981-03-05,0.1160714253783226,0.1160714253783226,0.1155133917927742,0.1155133917927742,0.09097800403833389,5376000
1981-03-06,0.1155133917927742,0.1155133917927742,0.1143973246216774,0.1143973246216774,0.09009901434183121,11603200
1981-03-09,0.1060267835855484,0.1060267835855484,0.10546875,0.10546875,0.08306686580181122,15321600
1981-03-10,0.1010044664144516,0.1010044664144516,0.1004464253783226,0.1004464253783226,0.07911132276058197,28380800
1981-03-11,0.09765625,0.09765625,0.0965401753783226,0.0965401753783226,0.07603474706411362,29859200
1981-03-12,0.1004464253783226,0.1010044664144516,0.1004464253783226,0.1004464253783226,0.07911132276058197,59248000
1981-03-13,0.0998883917927742,0.0998883917927742,0.0993303582072258,0.0993303582072258,0.0782322809100151,231302400
1981-03-16,0.1032366082072258,0.1043526753783226,0.1032366082072258,0.1032366082072258,0.08130884170532227,37228800
1981-03-17,0.1082589253783226,0.109375,0.1082589253783226,0.1082589253783226,0.08526439964771271,43747200
1981-03-18,0.1149553582072258,0.1160714253783226,0.1149553582072258,0.1149553582072258,0.09053851664066315,36937600
1981-03-19,0.1143973246216774,0.1143973246216774,0.1138392835855484,0.1138392835855484,0.08965945243835449,37811200
1981-03-20,0.1149553582072258,0.1160714253783226,0.1149553582072258,0.1149553582072258,0.09053851664066315,14604800
1981-03-23,0.1194196417927742,0.1205357164144516,0.1194196417927742,0.1194196417927742,0.09405458718538284,22019200
1981-03-24,0.1194196417927742,0.1194196417927742,0.1188616082072258,0.1188616082072258,0.09361504763364792,28156800
1981-03-25,0.1177455335855484,0.1177455335855484,0.1166294664144516,0.1166294664144516,0.09185704588890076,7056000
1981-03-26,0.1149553582072258,0.1149553582072258,0.1143973246216774,0.1143973246216774,0.09009901434183121,12275200
