icon_name,icon_caption,category
motion_photos_on,Motion Photos On,image
assistant_photo,Assistant Photo,image
autofps_select,Autofps Select,image
filter_2,Filter 2,image
15mp,15mp,image
logo_dev,Logo Dev,image
currency_bitcoin,Currency Bitcoin,image
looks_one,Looks One,image
leak_remove,Leak Remove,image
raw_on,Raw On,image
rotate_right,Rotate Right,image
mic_external_on,Mic External On,image
14mp,14mp,image
movie_filter,Movie Filter,image
motion_photos_pause,Motion Photos Pause,image
hdr_enhanced_select,Hdr Enhanced Select,image
music_off,Music Off,image
currency_yen,Currency Yen,image
currency_lira,Currency Lira,image
brightness_6,Brightness 6,image
24mp,24mp,image
currency_yuan,Currency Yuan,image
flip_camera_android,Flip Camera Android,image
auto_fix_high,Auto Fix High,image
hevc,Hevc,image
healing,Healing,image
burst_mode,Burst Mode,image
auto_awesome,Auto Awesome,image
9mp,9mp,image
currency_rupee,Currency Rupee,image
remove_red_eye,Remove Red Eye,image
photo_camera_front,Photo Camera Front,image
nature,Nature,image
looks_4,Looks 4,image
filter_1,Filter 1,image
exposure_plus_2,Exposure Plus 2,image
compare,Compare,image
brush,Brush,image
13mp,13mp,image
hdr_off,Hdr Off,image
30fps_select,30fps Select,image
7mp,7mp,image
thermostat_auto,Thermostat Auto,image
panorama_vertical_select,Panorama Vertical Select,image
portrait,Portrait,image
video_camera_back,Video Camera Back,image
hdr_weak,Hdr Weak,image
timer_10,Timer 10,image
grid_off,Grid Off,image
loupe,Loupe,image
crop_original,Crop Original,image
hdr_on,Hdr On,image
rotate_90_degrees_ccw,Rotate 90 Degrees Ccw,image
filter_7,Filter 7,image
bedtime_off,Bedtime Off,image
photo_size_select_small,Photo Size Select Small,image
brightness_4,Brightness 4,image
incomplete_circle,Incomplete Circle,image
filter_9,Filter 9,image
10mp,10mp,image
currency_ruble,Currency Ruble,image
picture_as_pdf,Picture As Pdf,image
currency_pound,Currency Pound,image
flip_camera_ios,Flip Camera Ios,image
exposure_zero,Exposure Zero,image
blur_on,Blur On,image
collections_bookmark,Collections Bookmark,image
center_focus_weak,Center Focus Weak,image
filter_3,Filter 3,image
photo_library,Photo Library,image
collections,Collections,image
filter_center_focus,Filter Center Focus,image
filter_9_plus,Filter 9 Plus,image
12mp,12mp,image
auto_awesome_motion,Auto Awesome Motion,image
camera_roll,Camera Roll,image
grain,Grain,image
panorama_fish_eye,Panorama Fish Eye,image
image,Image,image
tonality,Tonality,image
deblur,Deblur,image
texture,Texture,image
navigate_before,Navigate Before,image
looks,Looks,image
photo,Photo,image
face_retouching_natural,Face Retouching Natural,image
2mp,2mp,image
filter_5,Filter 5,image
crop_7_5,Crop 7 5,image
16mp,16mp,image
receipt_long,Receipt Long,image
panorama_wide_angle,Panorama Wide Angle,image
wb_sunny,Wb Sunny,image
video_stable,Video Stable,image
wb_twilight,Wb Twilight,image
wb_twighlight,Wb Twighlight,image
filter_b_and_w,Filter B And W,image
filter_frames,Filter Frames,image
20mp,20mp,image
dehaze,Dehaze,image
center_focus_strong,Center Focus Strong,image
control_point_duplicate,Control Point Duplicate,image
broken_image,Broken Image,image
panorama,Panorama,image
panorama_horizontal_select,Panorama Horizontal Select,image
looks_two,Looks Two,image
brightness_7,Brightness 7,image
vignette,Vignette,image
raw_off,Raw Off,image
filter_6,Filter 6,image
hdr_strong,Hdr Strong,image
music_note,Music Note,image
filter_drama,Filter Drama,image
rotate_left,Rotate Left,image
audiotrack,Audiotrack,image
panorama_horizontal,Panorama Horizontal,image
4mp,4mp,image
tag_faces,Tag Faces,image
image_not_supported,Image Not Supported,image
timelapse,Timelapse,image
19mp,19mp,image
add_to_photos,Add To Photos,image
18mp,18mp,image
panorama_vertical,Panorama Vertical,image
crop_free,Crop Free,image
navigate_next,Navigate Next,image
timer,Timer,image
image_aspect_ratio,Image Aspect Ratio,image
filter,Filter,image
adjust,Adjust,image
looks_6,Looks 6,image
edit,Edit,image
6mp,6mp,image
crop_rotate,Crop Rotate,image
linked_camera,Linked Camera,image
60fps_select,60fps Select,image
3mp,3mp,image
8mp,8mp,image
nature_people,Nature People,image
crop_5_4,Crop 5 4,image
filter_vintage,Filter Vintage,image
brightness_5,Brightness 5,image
wb_cloudy,Wb Cloudy,image
looks_5,Looks 5,image
photo_camera_back,Photo Camera Back,image
panorama_photosphere_select,Panorama Photosphere Select,image
animation,Animation,image
22mp,22mp,image
camera,Camera,image
wb_incandescent,Wb Incandescent,image
iso,Iso,image
flash_auto,Flash Auto,image
flare,Flare,image
monochrome_photos,Monochrome Photos,image
assistant,Assistant,image
view_comfy,View Comfy,image
switch_camera,Switch Camera,image
auto_stories,Auto Stories,image
crop,Crop,image
contrast,Contrast,image
face_retouching_off,Face Retouching Off,image
gradient,Gradient,image
transform,Transform,image
lens,Lens,image
add_photo_alternate,Add Photo Alternate,image
shutter_speed,Shutter Speed,image
crop_3_2,Crop 3 2,image
crop_landscape,Crop Landscape,image
published_with_changes,Published With Changes,action
swap_horizontal_circle,Swap Horizontal Circle,action
power_settings_new,Power Settings New,action
pin_end,Pin End,action
gif,Gif,action
view_sidebar,View Sidebar,action
commit,Commit,action
view_quilt,View Quilt,action
width_normal,Width Normal,action
settings_applications,Settings Applications,action
spatial_tracking,Spatial Tracking,action
123,123,action
api,Api,action
text_rotation_angleup,Text Rotation Angleup,action
settings_voice,Settings Voice,action
book_online,Book Online,action
assignment_late,Assignment Late,action
aspect_ratio,Aspect Ratio,action
spellcheck,Spellcheck,action
change_history,Change History,action
account_box,Account Box,action
open_in_new,Open In New,action
upgrade,Upgrade,action
settings_input_component,Settings Input Component,action
toll,Toll,action
edit_calendar,Edit Calendar,action
exit_to_app,Exit To App,action
arrow_circle_left,Arrow Circle Left,action
leaderboard,Leaderboard,action
arrow_right_alt,Arrow Right Alt,action
swap_vertical_circle,Swap Vertical Circle,action
help,Help,action
rocket,Rocket,action
commute,Commute,action
edit_square,Edit Square,action
view_cozy,View Cozy,action
accessibility,Accessibility,action
token,Token,action
lock_person,Lock Person,action
history,History,action
view_compact_alt,View Compact Alt,action
flutter_dash,Flutter Dash,action
highlight_alt,Highlight Alt,action
browse_gallery,Browse Gallery,action
text_rotate_vertical,Text Rotate Vertical,action
perm_contact_calendar,Perm Contact Calendar,action
pregnant_woman,Pregnant Woman,action
perm_identity,Perm Identity,action
network_ping,Network Ping,action
extension_off,Extension Off,action
description,Description,action
bookmark_added,Bookmark Added,action
find_replace,Find Replace,action
hide_source,Hide Source,action
fit_screen,Fit Screen,action
contact_support,Contact Support,action
settings_cell,Settings Cell,action
width_wide,Width Wide,action
pageview,Pageview,action
print,Print,action
build,Build,action
work,Work,action
payment,Payment,action
spatial_audio_off,Spatial Audio Off,action
book,Book,action
fingerprint,Fingerprint,action
view_headline,View Headline,action
translate,Translate,action
check_circle_outline,Check Circle Outline,action
bookmark,Bookmark,action
face,Face,action
line_weight,Line Weight,action
hotel_class,Hotel Class,action
next_plan,Next Plan,action
all_inbox,All Inbox,action
rule,Rule,action
dashboard_customize,Dashboard Customize,action
class,Class,action
shop_two,Shop Two,action
explore_off,Explore Off,action
event_seat,Event Seat,action
thumb_up,Thumb Up,action
width_full,Width Full,action
visibility,Visibility,action
outgoing_mail,Outgoing Mail,action
turned_in,Turned In,action
css,Css,action
minimize,Minimize,action
reorder,Reorder,action
euro_symbol,Euro Symbol,action
hls_off,Hls Off,action
important_devices,Important Devices,action
switch_access_shortcut_add,Switch Access Shortcut Add,action
flip_to_back,Flip To Back,action
subtitles_off,Subtitles Off,action
source,Source,action
eject,Eject,action
picture_in_picture,Picture In Picture,action
accessible_forward,Accessible Forward,action
text_rotation_none,Text Rotation None,action
account_balance_wallet,Account Balance Wallet,action
android,Android,action
comment_bank,Comment Bank,action
alarm_add,Alarm Add,action
rounded_corner,Rounded Corner,action
accessible,Accessible,action
outbox,Outbox,action
swipe_down,Swipe Down,action
event,Event,action
perm_phone_msg,Perm Phone Msg,action
polymer,Polymer,action
trending_down,Trending Down,action
logout,Logout,action
flight_land,Flight Land,action
thumbs_up_down,Thumbs Up Down,action
circle_notifications,Circle Notifications,action
calendar_today,Calendar Today,action
offline_pin,Offline Pin,action
verified,Verified,action
history_toggle_off,History Toggle Off,action
hourglass_empty,Hourglass Empty,action
join_inner,Join Inner,action
credit_card_off,Credit Card Off,action
repartition,Repartition,action
view_array,View Array,action
install_desktop,Install Desktop,action
swipe_up,Swipe Up,action
noise_control_off,Noise Control Off,action
sensors_off,Sensors Off,action
install_mobile,Install Mobile,action
g_translate,G Translate,action
arrow_circle_down,Arrow Circle Down,action
highlight_off,Highlight Off,action
get_app,Get App,action
paid,Paid,action
check_circle,Check Circle,action
manage_accounts,Manage Accounts,action
open_with,Open With,action
lightbulb_outline,Lightbulb Outline,action
speaker_notes_off,Speaker Notes Off,action
edit_document,Edit Document,action
add_card,Add Card,action
fact_check,Fact Check,action
turned_in_not,Turned In Not,action
assignment_add,Assignment Add,action
restore,Restore,action
open_in_full,Open In Full,action
verified_user,Verified User,action
mark_as_unread,Mark As Unread,action
integration_instructions,Integration Instructions,action
code,Code,action
close_fullscreen,Close Fullscreen,action
dashboard,Dashboard,action
dynamic_form,Dynamic Form,action
rocket_launch,Rocket Launch,action
view_module,View Module,action
system_update_alt,System Update Alt,action
wysiwyg,Wysiwyg,action
assignment_ind,Assignment Ind,action
view_column,View Column,action
density_medium,Density Medium,action
swap_vert,Swap Vert,action
language,Language,action
shopping_cart,Shopping Cart,action
code_off,Code Off,action
explore,Explore,action
arrow_circle_up,Arrow Circle Up,action
delete,Delete,action
lightbulb_circle,Lightbulb Circle,action
offline_bolt,Offline Bolt,action
data_thresholding,Data Thresholding,action
batch_prediction,Batch Prediction,action
wifi_protected_setup,Wifi Protected Setup,action
unpublished,Unpublished,action
rebase_edit,Rebase Edit,action
swipe_down_alt,Swipe Down Alt,action
gif_box,Gif Box,action
smart_button,Smart Button,action
text_rotation_down,Text Rotation Down,action
outlet,Outlet,action
open_in_browser,Open In Browser,action
disabled_visible,Disabled Visible,action
outbond,Outbond,action
label_important_outline,Label Important Outline,action
3d_rotation,3d Rotation,action
cached,Cached,action
record_voice_over,Record Voice Over,action
group_work,Group Work,action
view_comfy_alt,View Comfy Alt,action
tips_and_updates,Tips And Updates,action
preview,Preview,action
tab_unselected,Tab Unselected,action
lock_open,Lock Open,action
pan_tool_alt,Pan Tool Alt,action
send_and_archive,Send And Archive,action
toc,Toc,action
supervised_user_circle,Supervised User Circle,action
article,Article,action
credit_card,Credit Card,action
vertical_split,Vertical Split,action
play_for_work,Play For Work,action
favorite_border,Favorite Border,action
store,Store,action
card_giftcard,Card Giftcard,action
spatial_audio,Spatial Audio,action
sync_alt,Sync Alt,action
drag_indicator,Drag Indicator,action
flaky,Flaky,action
supervisor_account,Supervisor Account,action
add_task,Add Task,action
shopping_bag,Shopping Bag,action
perm_scan_wifi,Perm Scan Wifi,action
bookmark_remove,Bookmark Remove,action
shop_2,Shop 2,action
update,Update,action
settings_ethernet,Settings Ethernet,action
grading,Grading,action
tab,Tab,action
request_page,Request Page,action
alarm,Alarm,action
ads_click,Ads Click,action
find_in_page,Find In Page,action
login,Login,action
lock_reset,Lock Reset,action
help_outline,Help Outline,action
private_connectivity,Private Connectivity,action
barcode_reader,Barcode Reader,action
mediation,Mediation,action
free_cancellation,Free Cancellation,action
flip_to_front,Flip To Front,action
stars,Stars,action
arrow_circle_right,Arrow Circle Right,action
settings_brightness,Settings Brightness,action
assignment_return,Assignment Return,action
account_circle,Account Circle,action
question_mark,Question Mark,action
hourglass_disabled,Hourglass Disabled,action
assignment_turned_in,Assignment Turned In,action
shopping_cart_checkout,Shopping Cart Checkout,action
settings_power,Settings Power,action
label_off,Label Off,action
card_membership,Card Membership,action
youtube_searched_for,Youtube Searched For,action
thumb_down,Thumb Down,action
help_center,Help Center,action
dangerous,Dangerous,action
label_important,Label Important,action
bookmark_border,Bookmark Border,action
display_settings,Display Settings,action
zoom_in,Zoom In,action
assessment,Assessment,action
arrow_outward,Arrow Outward,action
bookmark_add,Bookmark Add,action
dns,Dns,action
report_problem,Report Problem,action
unfold_more_double,Unfold More Double,action
thumb_up_off_alt,Thumb Up Off Alt,action
hourglass_full,Hourglass Full,action
feedback,Feedback,action
plagiarism,Plagiarism,action
sticky_note_2,Sticky Note 2,action
join_right,Join Right,action
settings,Settings,action
filter_alt_off,Filter Alt Off,action
compress,Compress,action
build_circle,Build Circle,action
task_alt,Task Alt,action
join_left,Join Left,action
generating_tokens,Generating Tokens,action
backup,Backup,action
switch_access_shortcut,Switch Access Shortcut,action
face_unlock,Face Unlock,action
not_started,Not Started,action
bookmarks,Bookmarks,action
maximize,Maximize,action
picture_in_picture_alt,Picture In Picture Alt,action
visibility_off,Visibility Off,action
admin_panel_settings,Admin Panel Settings,action
view_list,View List,action
javascript,Javascript,action
info_outline,Info Outline,action
view_timeline,View Timeline,action
outbound,Outbound,action
pets,Pets,action
lock_clock,Lock Clock,action
swipe_right_alt,Swipe Right Alt,action
settings_phone,Settings Phone,action
swap_horiz,Swap Horiz,action
settings_overscan,Settings Overscan,action
segment,Segment,action
announcement,Announcement,action
calendar_view_day,Calendar View Day,action
date_range,Date Range,action
list,List,action
production_quantity_limits,Production Quantity Limits,action
pan_tool,Pan Tool,action
swipe_right,Swipe Right,action
shopping_basket,Shopping Basket,action
percent,Percent,action
opacity,Opacity,action
donut_large,Donut Large,action
saved_search,Saved Search,action
hls,Hls,action
eco,Eco,action
line_style,Line Style,action
donut_small,Donut Small,action
backup_table,Backup Table,action
autorenew,Autorenew,action
trending_flat,Trending Flat,action
swipe_left_alt,Swipe Left Alt,action
density_large,Density Large,action
model_training,Model Training,action
calendar_view_month,Calendar View Month,action
pending,Pending,action
settings_input_hdmi,Settings Input Hdmi,action
file_present,File Present,action
support,Support,action
unfold_less_double,Unfold Less Double,action
add_shopping_cart,Add Shopping Cart,action
label_outline,Label Outline,action
thumb_down_off_alt,Thumb Down Off Alt,action
chrome_reader_mode,Chrome Reader Mode,action
manage_history,Manage History,action
app_shortcut,App Shortcut,action
table_view,Table View,action
perm_camera_mic,Perm Camera Mic,action
perm_device_information,Perm Device Information,action
transcribe,Transcribe,action
http,Http,action
done_all,Done All,action
swipe_vertical,Swipe Vertical,action
settings_bluetooth,Settings Bluetooth,action
view_day,View Day,action
home,Home,action
watch_later,Watch Later,action
try,Try,action
webhook,Webhook,action
swipe_left,Swipe Left,action
remove_shopping_cart,Remove Shopping Cart,action
compare_arrows,Compare Arrows,action
speaker_notes,Speaker Notes,action
voice_over_off,Voice Over Off,action
settings_accessibility,Settings Accessibility,action
anchor,Anchor,action
terminal,Terminal,action
restore_from_trash,Restore From Trash,action
view_carousel,View Carousel,action
online_prediction,Online Prediction,action
extension,Extension,action
density_small,Density Small,action
work_off,Work Off,action
perm_media,Perm Media,action
input,Input,action
info,Info,action
satellite_alt,Satellite Alt,action
settings_input_antenna,Settings Input Antenna,action
assured_workload,Assured Workload,action
swipe_up_alt,Swipe Up Alt,action
swipe,Swipe,action
filter_alt,Filter Alt,action
account_balance,Account Balance,action
accessibility_new,Accessibility New,action
all_out,All Out,action
shop,Shop,action
star_rate,Star Rate,action
redeem,Redeem,action
edit_off,Edit Off,action
remove_done,Remove Done,action
horizontal_split,Horizontal Split,action
quickreply,Quickreply,action
search,Search,action
pin_invoke,Pin Invoke,action
flight_takeoff,Flight Takeoff,action
abc,Abc,action
done,Done,action
perm_data_setting,Perm Data Setting,action
calendar_view_week,Calendar View Week,action
privacy_tip,Privacy Tip,action
update_disabled,Update Disabled,action
html,Html,action
lightbulb,Lightbulb,action
alarm_off,Alarm Off,action
settings_remote,Settings Remote,action
note_add,Note Add,action
php,Php,action
search_off,Search Off,action
camera_enhance,Camera Enhance,action
invert_colors,Invert Colors,action
view_agenda,View Agenda,action
addchart,Addchart,action
question_answer,Question Answer,action
work_outline,Work Outline,action
settings_input_composite,Settings Input Composite,action
view_in_ar,View In Ar,action
text_rotation_angledown,Text Rotation Angledown,action
zoom_out,Zoom Out,action
filter_list_alt,Filter List Alt,action
copyright,Copyright,action
card_travel,Card Travel,action
space_dashboard,Space Dashboard,action
room,Room,action
timeline,Timeline,action
home_filled,Home Filled,action
savings,Savings,action
app_blocking,App Blocking,action
no_accounts,No Accounts,action
favorite,Favorite,action
markunread_mailbox,Markunread Mailbox,action
grade,Grade,action
troubleshoot,Troubleshoot,action
view_kanban,View Kanban,action
data_exploration,Data Exploration,action
not_accessible,Not Accessible,action
add_to_drive,Add To Drive,action
schedule_send,Schedule Send,action
text_rotate_up,Text Rotate Up,action
subject,Subject,action
open_in_new_off,Open In New Off,action
join_full,Join Full,action
fax,Fax,action
analytics,Analytics,action
delete_outline,Delete Outline,action
today,Today,action
touch_app,Touch App,action
balance,Balance,action
cancel_schedule_send,Cancel Schedule Send,action
new_label,New Label,action
currency_exchange,Currency Exchange,action
label,Label,action
assignment_returned,Assignment Returned,action
on_device_training,On Device Training,action
settings_backup_restore,Settings Backup Restore,action
add_home,Add Home,action
noise_aware,Noise Aware,action
track_changes,Track Changes,action
view_stream,View Stream,action
restore_page,Restore Page,action
done_outline,Done Outline,action
contact_page,Contact Page,action
launch,Launch,action
theaters,Theaters,action
event_repeat,Event Repeat,action
expand,Expand,action
trending_up,Trending Up,action
loyalty,Loyalty,action
pending_actions,Pending Actions,action
sensors,Sensors,action
view_week,View Week,action
output,Output,action
disabled_by_default,Disabled By Default,action
nightlight_round,Nightlight Round,action
tour,Tour,action
https,Https,action
rowing,Rowing,action
receipt,Receipt,action
lock,Lock,action
calendar_month,Calendar Month,action
alarm_on,Alarm On,action
gavel,Gavel,action
schedule,Schedule,action
bug_report,Bug Report,action
contactless,Contactless,action
pinch,Pinch,action
query_builder,Query Builder,action
lock_outline,Lock Outline,action
settings_input_svideo,Settings Input Svideo,action
work_history,Work History,action
assignment,Assignment,action
delete_forever,Delete Forever,action
shield_moon,Shield Moon,home
vertical_shades,Vertical Shades,home
electric_bolt,Electric Bolt,home
nest_cam_wired_stand,Nest Cam Wired Stand,home
shelves,Shelves,home
roller_shades,Roller Shades,home
propane,Propane,home
sensor_door,Sensor Door,home
energy_savings_leaf,Energy Savings Leaf,home
mode_fan_off,Mode Fan Off,home
electric_meter,Electric Meter,home
vertical_shades_closed,Vertical Shades Closed,home
blinds_closed,Blinds Closed,home
broadcast_on_personal,Broadcast On Personal,home
gas_meter,Gas Meter,home
auto_mode,Auto Mode,home
heat_pump,Heat Pump,home
solar_power,Solar Power,home
sunny_snowing,Sunny Snowing,home
cloudy_snowing,Cloudy Snowing,home
sunny,Sunny,home
propane_tank,Propane Tank,home
wind_power,Wind Power,home
blinds,Blinds,home
roller_shades_closed,Roller Shades Closed,home
oil_barrel,Oil Barrel,home
sensor_occupied,Sensor Occupied,home
sensor_window,Sensor Window,home
broadcast_on_home,Broadcast On Home,home
curtains,Curtains,home
curtains_closed,Curtains Closed,home
foggy,Foggy,home
snowing,Snowing,home
turn_sharp_right,Turn Sharp Right,maps
warehouse,Warehouse,maps
person_pin_circle,Person Pin Circle,maps
car_rental,Car Rental,maps
factory,Factory,maps
no_meals_ouline,No Meals Ouline,maps
no_transfer,No Transfer,maps
edit_location_alt,Edit Location Alt,maps
sailing,Sailing,maps
plumbing,Plumbing,maps
menu_book,Menu Book,maps
fire_truck,Fire Truck,maps
emergency_share,Emergency Share,maps
hotel,Hotel,maps
remove_road,Remove Road,maps
volunteer_activism,Volunteer Activism,maps
airline_stops,Airline Stops,maps
not_listed_location,Not Listed Location,maps
delivery_dining,Delivery Dining,maps
compass_calibration,Compass Calibration,maps
directions_subway,Directions Subway,maps
run_circle,Run Circle,maps
home_repair_service,Home Repair Service,maps
temple_hindu,Temple Hindu,maps
map,Map,maps
local_laundry_service,Local Laundry Service,maps
pest_control,Pest Control,maps
icecream,Icecream,maps
nightlife,Nightlife,maps
electric_moped,Electric Moped,maps
breakfast_dining,Breakfast Dining,maps
add_location_alt,Add Location Alt,maps
pin_drop,Pin Drop,maps
electric_rickshaw,Electric Rickshaw,maps
hail,Hail,maps
electric_scooter,Electric Scooter,maps
wine_bar,Wine Bar,maps
flight_class,Flight Class,maps
straight,Straight,maps
transit_enterexit,Transit Enterexit,maps
taxi_alert,Taxi Alert,maps
dinner_dining,Dinner Dining,maps
directions_boat,Directions Boat,maps
handyman,Handyman,maps
two_wheeler,Two Wheeler,maps
turn_left,Turn Left,maps
ev_station,Ev Station,maps
roundabout_left,Roundabout Left,maps
local_airport,Local Airport,maps
train,Train,maps
fire_hydrant_alt,Fire Hydrant Alt,maps
snowmobile,Snowmobile,maps
pest_control_rodent,Pest Control Rodent,maps
directions,Directions,maps
zoom_in_map,Zoom In Map,maps
directions_walk,Directions Walk,maps
merge,Merge,maps
emergency,Emergency,maps
design_services,Design Services,maps
departure_board,Departure Board,maps
celebration,Celebration,maps
local_bar,Local Bar,maps
directions_railway_filled,Directions Railway Filled,maps
forest,Forest,maps
directions_transit,Directions Transit,maps
signpost,Signpost,maps
local_offer,Local Offer,maps
local_activity,Local Activity,maps
pedal_bike,Pedal Bike,maps
maps_ugc,Maps Ugc,maps
crisis_alert,Crisis Alert,maps
add_road,Add Road,maps
directions_run,Directions Run,maps
roundabout_right,Roundabout Right,maps
mosque,Mosque,maps
local_fire_department,Local Fire Department,maps
local_dining,Local Dining,maps
local_cafe,Local Cafe,maps
ramp_right,Ramp Right,maps
zoom_out_map,Zoom Out Map,maps
near_me,Near Me,maps
festival,Festival,maps
local_shipping,Local Shipping,maps
minor_crash,Minor Crash,maps
store_mall_directory,Store Mall Directory,maps
my_location,My Location,maps
local_phone,Local Phone,maps
turn_right,Turn Right,maps
satellite,Satellite,maps
rate_review,Rate Review,maps
safety_check,Safety Check,maps
subway,Subway,maps
moped,Moped,maps
diamond,Diamond,maps
layers,Layers,maps
medical_information,Medical Information,maps
directions_car,Directions Car,maps
wrong_location,Wrong Location,maps
directions_bus,Directions Bus,maps
fork_right,Fork Right,maps
edit_road,Edit Road,maps
directions_car_filled,Directions Car Filled,maps
local_drink,Local Drink,maps
connecting_airports,Connecting Airports,maps
castle,Castle,maps
local_car_wash,Local Car Wash,maps
liquor,Liquor,maps
airlines,Airlines,maps
temple_buddhist,Temple Buddhist,maps
multiple_stop,Multiple Stop,maps
railway_alert,Railway Alert,maps
traffic,Traffic,maps
museum,Museum,maps
360,360,maps
local_hotel,Local Hotel,maps
local_post_office,Local Post Office,maps
badge,Badge,maps
miscellaneous_services,Miscellaneous Services,maps
sos,Sos,maps
turn_sharp_left,Turn Sharp Left,maps
lunch_dining,Lunch Dining,maps
no_crash,No Crash,maps
kebab_dining,Kebab Dining,maps
directions_boat_filled,Directions Boat Filled,maps
local_gas_station,Local Gas Station,maps
attractions,Attractions,maps
beenhere,Beenhere,maps
local_police,Local Police,maps
agriculture,Agriculture,maps
local_play,Local Play,maps
local_florist,Local Florist,maps
streetview,Streetview,maps
screen_rotation_alt,Screen Rotation Alt,maps
park,Park,maps
local_library,Local Library,maps
add_location,Add Location,maps
set_meal,Set Meal,maps
mode_of_travel,Mode Of Travel,maps
place,Place,maps
transfer_within_a_station,Transfer Within A Station,maps
tire_repair,Tire Repair,maps
local_hospital,Local Hospital,maps
bakery_dining,Bakery Dining,maps
money,Money,maps
atm,Atm,maps
theater_comedy,Theater Comedy,maps
u_turn_right,U Turn Right,maps
electric_bike,Electric Bike,maps
egg,Egg,maps
trip_origin,Trip Origin,maps
directions_railway,Directions Railway,maps
navigation,Navigation,maps
church,Church,maps
moving,Moving,maps
tram,Tram,maps
synagogue,Synagogue,maps
route,Route,maps
u_turn_left,U Turn Left,maps
fastfood,Fastfood,maps
terrain,Terrain,maps
bike_scooter,Bike Scooter,maps
layers_clear,Layers Clear,maps
restaurant_menu,Restaurant Menu,maps
local_taxi,Local Taxi,maps
add_business,Add Business,maps
local_mall,Local Mall,maps
directions_transit_filled,Directions Transit Filled,maps
local_atm,Local Atm,maps
local_grocery_store,Local Grocery Store,maps
egg_alt,Egg Alt,maps
restaurant,Restaurant,maps
emergency_recording,Emergency Recording,maps
hardware,Hardware,maps
edit_attributes,Edit Attributes,maps
near_me_disabled,Near Me Disabled,maps
alt_route,Alt Route,maps
car_crash,Car Crash,maps
local_printshop,Local Printshop,maps
cleaning_services,Cleaning Services,maps
local_convenience_store,Local Convenience Store,maps
no_meals,No Meals,maps
local_pharmacy,Local Pharmacy,maps
fort,Fort,maps
directions_bike,Directions Bike,maps
car_repair,Car Repair,maps
edit_location,Edit Location,maps
stadium,Stadium,maps
category,Category,maps
local_see,Local See,maps
location_pin,Location Pin,maps
flight,Flight,maps
local_parking,Local Parking,maps
brunch_dining,Brunch Dining,maps
ramen_dining,Ramen Dining,maps
dry_cleaning,Dry Cleaning,maps
electrical_services,Electrical Services,maps
medical_services,Medical Services,maps
takeout_dining,Takeout Dining,maps
local_pizza,Local Pizza,maps
turn_slight_left,Turn Slight Left,maps
hvac,Hvac,maps
turn_slight_right,Turn Slight Right,maps
local_movies,Local Movies,maps
directions_subway_filled,Directions Subway Filled,maps
electric_car,Electric Car,maps
soup_kitchen,Soup Kitchen,maps
directions_bus_filled,Directions Bus Filled,maps
bus_alert,Bus Alert,maps
ramp_left,Ramp Left,maps
person_pin,Person Pin,maps
fork_left,Fork Left,maps
chair,Chair,search
light,Light,search
bed,Bed,search
camera_indoor,Camera Indoor,search
manage_search,Manage Search,search
coffee_maker,Coffee Maker,search
camera_outdoor,Camera Outdoor,search
window,Window,search
living,Living,search
garage,Garage,search
bedroom_child,Bedroom Child,search
coffee,Coffee,search
bathroom,Bathroom,search
door_back,Door Back,search
flatware,Flatware,search
chair_alt,Chair Alt,search
door_front,Door Front,search
table_bar,Table Bar,search
bedroom_parent,Bedroom Parent,search
table_restaurant,Table Restaurant,search
door_sliding,Door Sliding,search
podcasts,Podcasts,search
blender,Blender,search
yard,Yard,search
dining,Dining,search
shower,Shower,search
doorbell,Doorbell,search
bedroom_baby,Bedroom Baby,search
feed,Feed,search
legend_toggle,Legend Toggle,navigation
arrow_forward_ios,Arrow Forward Ios,navigation
west,West,navigation
arrow_drop_down_circle,Arrow Drop Down Circle,navigation
subdirectory_arrow_left,Subdirectory Arrow Left,navigation
arrow_back_ios,Arrow Back Ios,navigation
unfold_more,Unfold More,navigation
home_work,Home Work,navigation
north_east,North East,navigation
switch_left,Switch Left,navigation
payments,Payments,navigation
arrow_upward,Arrow Upward,navigation
south_east,South East,navigation
expand_less,Expand Less,navigation
fullscreen_exit,Fullscreen Exit,navigation
arrow_forward,Arrow Forward,navigation
waterfall_chart,Waterfall Chart,navigation
check,Check,navigation
apps,Apps,navigation
arrow_drop_down,Arrow Drop Down,navigation
arrow_back_ios_new,Arrow Back Ios New,navigation
expand_circle_down,Expand Circle Down,navigation
pivot_table_chart,Pivot Table Chart,navigation
cancel,Cancel,navigation
arrow_back,Arrow Back,navigation
assistant_direction,Assistant Direction,navigation
north,North,navigation
north_west,North West,navigation
assistant_navigation,Assistant Navigation,navigation
fullscreen,Fullscreen,navigation
south,South,navigation
campaign,Campaign,navigation
first_page,First Page,navigation
unfold_less,Unfold Less,navigation
add_home_work,Add Home Work,navigation
refresh,Refresh,navigation
double_arrow,Double Arrow,navigation
arrow_downward,Arrow Downward,navigation
arrow_right,Arrow Right,navigation
subdirectory_arrow_right,Subdirectory Arrow Right,navigation
apps_outage,Apps Outage,navigation
chevron_left,Chevron Left,navigation
switch_right,Switch Right,navigation
menu,Menu,navigation
arrow_drop_up,Arrow Drop Up,navigation
last_page,Last Page,navigation
chevron_right,Chevron Right,navigation
app_settings_alt,App Settings Alt,navigation
more_horiz,More Horiz,navigation
menu_open,Menu Open,navigation
offline_share,Offline Share,navigation
more_vert,More Vert,navigation
