date_,wp,rsi_old,rsi
20151104,186.0948,3.4081,0.7955924972414081
20151105,185.7363,3.2348,1.1548965629008023
20151106,185.4022,3.0727,0.6713595769982277
20151109,184.011,2.4012,-0.0818382340487176
20151110,184.0832,2.4328,-0.7150938376365303
20151111,183.9065,2.347,-0.6251754732378458
20151112,181.614,1.2485,-1.918368133078971
20151113,179.5155,0.273,-2.7081510632143733
20151116,181.0088,0.9442,-1.7259391529689765
20151117,181.8655,1.3249,-1.1469391005712453
20151118,183.9438,2.2333,-0.2194262190584766
20151119,184.3918,2.4266,1.0821709299964297
20151120,185.1137,2.7379,1.4972857402996667
20151123,184.8998,2.6348,0.9737101911726143
20151124,184.7577,2.5659,0.9127923763169932
20151125,185.0712,2.704,1.301092683284189
20151127,185.1635,2.7448,1.1892748492168863
20151130,184.7258,2.5272,1.7561634806678228
20151201,185.9328,3.0666,2.059233082973492
20151202,184.8225,2.5122,1.095190447041908
20151203,182.3555,1.3092,-0.7857486461249792
20151204,184.5763,2.3028,-0.2150253115184526
20151207,184.2475,2.1437,-0.39114621845682507
20151208,182.983,1.5346,-1.3963910662699988
20151209,181.9998,1.0661,-1.8365464230700823
20151210,182.1812,1.1489,-1.8702695795173483
20151211,178.886,-0.3907,-2.8483990972596587
20151214,178.7715,-0.443,-2.7048689823106358
20151215,181.0312,0.5963,-1.505838894705711
20151216,183.2817,1.5996,-0.023113251059079687
20151217,181.93,0.9716,0.006047532727784244
20151218,178.4875,-0.5758,-1.8894966107320315
20151221,179.0578,-0.3202,-2.25182280021248
20151222,180.6482,0.3862,-1.6541951657251133
20151223,182.921,1.3715,-0.8401922430544673
20151224,183.0052,1.4077,-0.5123344317791663
20151228,182.2337,1.0568,-0.7191000808781496
20151229,184.3222,1.9536,-0.2159981487359559
20151230,183.3913,1.5284,-0.06355474801114269
20151231,181.773,0.7986,-0.35029649765938586
20160104,178.236,-0.7418,-2.3877056034815
20160105,178.9082,-0.4482,-1.637753528057324
20160106,176.8272,-1.329,-2.1902782698530743
20160107,173.2252,-2.7961,-3.583295454449676
20160108,171.4828,-3.4813,-4.272488077895659
20160111,170.6342,-3.811,-4.80568296201232
20160112,171.8688,-3.2562,-4.367168689858737
20160113,169.1628,-4.2995,-4.788072558897277
20160114,170.014,-3.9171,-3.5217648569364925
20160115,166.691,-5.1622,-2.9431695590258684
20160119,167.2732,-4.8997,0.1457008905631909
20160120,164.4782,-5.9169,-0.7077783551466723
20160121,166.0585,-5.2058,-1.3418444559573217
20160122,169.1108,-3.8692,-1.9290867534965201
20160125,167.3832,-4.499,-2.8209517384006233
20160126,168.7372,-3.9162,-1.9200385709070886
20160127,167.8263,-4.2487,-0.4807180128731261
20160128,167.998,-4.1743,-1.2172160695269199
20160129,171.4728,-2.6967,-0.3325035181436107
20160201,172.0282,-2.4656,0.9897971230603133
20160202,169.3842,-3.4471,-1.462296985600517
20160203,169.3075,-3.4752,-1.140277345090439
20160204,170.2832,-3.0629,-0.7359077609892708
20160205,167.8238,-3.9666,-1.8010339849727188
20160208,164.4855,-5.1503,-2.9625662669030746
20160209,164.7592,-5.0331,-3.485211650740311
20160210,165.4117,-4.7529,-3.858982247931017
20160211,162.504,-5.7667,-5.079072453404571
20160212,165.382,-4.5449,-2.8773659906333506
20160216,168.3137,-3.3424,-1.92987582821425
20160217,171.1968,-2.1993,-0.004615836849431787
20160218,171.0125,-2.2653,-0.08413477272696923
20160219,170.4498,-2.4679,0.10609960807970253
20160222,173.0385,-1.4532,0.8277774481753468
20160223,171.463,-2.0236,1.6127598868880497
20160224,171.022,-2.1824,1.6739490572635987
20160225,173.2873,-1.3012,1.5830024229887414
20160226,173.8103,-1.0999,1.600504533942484
20160229,172.6752,-1.5168,0.5647931911265047
20160301,175.418,-0.4665,0.1465499255973981
20160302,176.6158,-0.0167,0.6130054262967946
20160303,177.2902,0.2356,0.49126629118665477
20160304,178.1392,0.5527,0.2852640468421299
20160307,178.1938,0.5731,0.09391295776794806
20160308,176.7325,0.0137,-0.4903893316754875
20160309,177.1908,0.1882,-0.08476790663392819
20160310,177.3175,0.2368,0.3222467029533007
20160311,179.6152,1.1094,0.4928116197081991
20160314,180.041,1.2693,0.24241146267853253
20160315,179.6075,1.0974,0.03950289332789225
20160316,180.5658,1.4608,0.3603206005116917
20160317,181.6915,1.8851,1.0502216452059088
20160318,182.6595,2.2476,0.7048661170993569
20160321,182.8288,2.3111,-0.1696578167334124
20160322,182.7842,2.2926,-0.08024733335327738
20160323,181.8455,1.9024,-0.268205411811671
20160324,181.2602,1.6597,-1.0736820869721058
20160328,181.6938,1.8282,-1.0771598651250116
20160329,182.7988,2.2569,-0.48927983912420103
20160330,184.2552,2.816,-0.48136810835277544
20160331,183.8795,2.6553,-0.946895615453542
20160401,184.357,2.8394,-0.6495959447776443
20160404,184.4592,2.8791,-0.47926081017494937
20160405,182.9182,2.2109,-0.9302428656295163
20160406,183.971,2.624,-0.010956777805141371
20160407,182.4678,1.976,-0.6019474102594415
20160408,182.9608,2.1711,-0.3464938277696845
20160411,182.794,2.0988,0.4409219011740433
20160412,183.6325,2.4337,1.5583538391372684
20160413,185.6912,3.2443,1.7688632515439977
20160414,185.985,3.3589,1.557255174810365
20160415,185.7238,3.2417,0.6807423478562029
20160418,186.5572,3.5704,0.830100687456337
20160419,187.4788,3.9319,0.9053120236318577
20160420,187.832,4.0704,1.1182073424409467
20160421,187.023,3.697,0.8553443126682723
20160422,186.6445,3.5223,0.5944838067629377
20160425,186.259,3.3437,0.41256015085345865
20160426,186.7692,3.5509,0.7737961994332636
20160427,186.9582,3.6279,0.39106054558515524
20160428,185.868,3.1146,0.3938262308007978
20160429,184.3275,2.3988,0.7500755194615252
20160502,185.6118,2.933,0.40488740575516147
20160503,184.2205,2.2909,-0.015724427540369845
20160504,183.3292,1.8836,0.1295293249940741
20160505,183.3515,1.8931,0.5232203454652975
20160506,183.4882,1.9517,0.5065385603437704
20160509,184.0338,2.1862,2.038433468359088
20160510,185.933,2.9932,2.800533196170406
20160511,185.0315,2.5678,1.5733951607130123
20160512,184.591,2.3604,0.5218602528342018
20160513,183.4262,1.8142,0.5945368080462075
20160516,184.5463,2.2975,2.477259604073012
20160517,183.4235,1.7717,1.7690685868876201
20160518,183.197,1.6659,1.0462571044201923
20160519,182.3035,1.2484,-0.260349842344759
20160520,183.695,1.8603,0.2893285000109387
20160523,183.5432,1.7887,0.5404649691981902
20160524,185.5122,2.6457,0.5003564827432214
20160525,187.0403,3.2964,1.5080547417696835
20160526,187.135,3.3366,2.2353595949596397
20160527,187.7402,3.5941,4.063169774232584
20160531,187.623,3.5363,3.740687521937197
20160601,187.693,3.5665,4.746886619557543
20160602,188.1855,3.78,6.719679892594158
20160603,187.7402,3.5551,7.3838902344567074
20160606,188.8327,4.0316,8.254030124299014
20160607,189.3358,4.2499,7.973060345496947
20160608,189.7212,4.4174,9.586356759943847
20160609,189.4175,4.2593,9.091165551661241
20160610,187.807,3.4276,10.047485103047755
20160613,186.737,2.8837,9.220965024471774
20160614,185.8778,2.4506,10.329339359959405
20160615,186.0297,2.52,9.780111047483146
20160616,185.6915,2.3481,8.338949450131885
20160617,185.5495,2.2755,9.285873845844883
20160620,187.1428,3.0138,9.392776218078723
20160621,187.2445,3.0607,9.985325723428545
20160622,187.2695,3.0723,9.924546325156939
20160623,189.0965,3.9138,9.240430695238572
20160624,184.168,1.4021,6.053108681445991
20160627,179.6078,-0.7427,4.999838426218048
20160628,182.1395,0.4175,6.1688807586216186
20160629,185.3252,1.8177,7.081748619991863
20160630,187.5805,2.7714,9.310945859938968
20160701,188.5862,3.1888,11.60614848187555
20160705,187.2522,2.5664,10.711199753244998
20160706,187.8422,2.8131,10.697817393925483
20160707,188.3125,3.0099,12.600920552012852
20160708,190.727,4.0045,12.43814687528942
20160711,191.8072,4.4403,11.738446787881614
20160712,193.067,4.9432,11.108565975307513
20160713,193.109,4.9599,11.234834055973359
20160714,194.2145,5.4005,12.020803274957913
20160715,194.038,5.3133,10.882681753594724
20160718,194.3288,5.4301,12.012211634212669
20160719,194.137,5.3337,12.172542624477252
20160720,194.9315,5.6564,11.581873255052052
20160721,194.421,5.3967,11.023810901117507
20160722,194.9587,5.617,12.00108752089676
20160725,194.605,5.435,10.601955676556479
20160726,194.635,5.4475,10.089295763038493
20160727,194.523,5.389,9.709237027362356
20160728,194.6303,5.4345,9.37090147602963
20160729,194.9715,5.5801,9.503882070083485
20160801,194.9732,5.5809,10.504576312750672
20160802,193.7468,4.9228,9.442357358530572
20160803,194.02,5.0426,9.51974483811857
